category;description;moisture;energy;protein;lipids;cholesterol;carbohydrate;dietary_fiber;ash;calcium;magnesium;manganese;phosphorus;iron;sodium;potassium;copper;zinc;retinol;re;era;thiamin;riboflavin;pyridoxine;niacin;vitamin_c
14;Cenoura, Ao alho e oleo;N/A;60,47;0,74;3,17;0;7,97;2,91;N/A;29,1;9,7;0,15;29,1;0,33;56,26;227,95;0,02;0,19;0;N/A;N/A;0,06;0,04;0,15;0,63;3,49
14;Cenoura, Com manteiga/oleo;N/A;56,74;0,79;2,64;6,52;8,22;3;N/A;30,73;10,06;0,16;30,73;0,34;75,46;235,73;0,02;0,2;20,34;N/A;N/A;0,07;0,05;0,15;0,65;3,6
14;Cenoura, Ao vinagrete;N/A;35;0,76;0,18;0;8,22;3;N/A;30;10;0,16;30;0,34;58;235;0,02;0,2;0;N/A;N/A;0,07;0,04;0,15;0,65;3,6
14;Cenoura, Ensopado;N/A;60,47;0,74;3,17;0;7,97;2,91;N/A;29,1;9,7;0,15;29,1;0,33;56,26;227,95;0,02;0,19;0;N/A;N/A;0,06;0,04;0,15;0,63;3,49
14;Cenoura, Sopa;N/A;31,44;0,95;0,12;0;7,01;0,71;N/A;8,56;6,35;0,07;15,76;0,29;310,43;88,32;0,04;0,12;0;N/A;N/A;0,03;0,03;0,04;0,51;2,1
14;Cenoura, Nao se aplica;N/A;41;0,93;0,24;0;9,58;2,8;N/A;33;12;0,14;35;0,3;69;320;0,05;0,24;0;N/A;N/A;0,07;0,06;0,14;0,98;5,9
14;Nabo, Cozido(a);N/A;22;0,71;0,08;0;5,06;2;N/A;33;9;0,07;26;0,18;16;177;0;0,12;0;N/A;N/A;0,03;0,02;0,07;0,3;11,6
14;Nabo, Refogado(a);N/A;47,74;0,71;2,99;0;5,06;2;N/A;33;9;0,07;26;0,18;16;177;0;0,12;0;N/A;N/A;0,03;0,02;0,07;0,3;11,6
14;A¡afr„o, Cru(a);N/A;310;11,43;5,85;0;65,37;3,9;N/A;111;264;28,41;252;11,1;148;1724;0,33;1,09;0;N/A;N/A;0,12;0,27;1,01;1,46;80,8
14;Batata-inglesa org‚nica, Frito(a);N/A;263,5;2,87;13,64;0;33,6;3,44;N/A;13,43;33,58;0,24;67,17;0,53;8,4;550,76;0,28;0,46;0;N/A;N/A;0,17;0,03;0,45;2,2;12,43
1;Creme de arroz, Nao se aplica;N/A;148,32;3,8;3,3;9,63;26,07;0,3;N/A;110,54;13,75;0,14;99,07;0,08;387,3;147,16;0,03;0,48;26,95;N/A;N/A;0,06;0,18;0,09;0,41;0,25
1;Arrozina, Nao se aplica;N/A;148,32;3,8;3,3;9,63;26,07;0,3;N/A;110,54;13,75;0,14;99,07;0,08;387,3;147,16;0,03;0,48;26,95;N/A;N/A;0,06;0,18;0,09;0,41;0,25
1;Mucilon, Nao se aplica;N/A;78,24;2,42;3,06;6,02;10,46;0,17;N/A;124,57;13,22;0,03;95,38;0,22;319,33;156,85;0,02;0,45;21,17;N/A;N/A;0,07;0,18;0,04;0,32;0,15
1;Mingau de arroz, Nao se aplica;N/A;148,32;3,8;3,3;9,63;26,07;0,3;N/A;110,54;13,75;0,14;99,07;0,08;387,3;147,16;0,03;0,48;26,95;N/A;N/A;0,06;0,18;0,09;0,41;0,25
1;Croquinhos de arroz, Nao se aplica;N/A;387;12,94;4,54;0;77,9;14,5;N/A;7;144;1,11;358;3,19;8;329;0,26;3,08;0;N/A;N/A;0,1;0,08;0,16;2,31;0
1;Farinha de aveia, Nao se aplica;N/A;384;16;6,3;0;67;9,8;N/A;52;148;3,63;474;4,2;4;350;0,34;3,07;0;N/A;N/A;0,73;0,14;0,12;0,78;0
1;Aveia em flocos, Nao se aplica;N/A;384;16;6,3;0;67;9,8;N/A;52;148;3,63;474;4,2;4;350;0,34;3,07;0;N/A;N/A;0,73;0,14;0,12;0,78;0
1;Fub· de milho, Nao se aplica;N/A;60,58;1,44;0,2;0;13;0,26;N/A;2,82;5,24;0,02;11,92;0,64;2,65;23,2;0,02;0,07;0;N/A;N/A;0,1;0,06;0,02;0,81;0
1;Farinha de milho, Nao se aplica;N/A;351;7,2;1,5;0;79,1;5,5;N/A;1;31;0;84;2,3;45;58;0,27;0,6;0;N/A;N/A;0,25;0;0,25;0;0
1;Puba de milho, Nao se aplica;N/A;311;4,8;12,4;82;45,1;0,7;N/A;83;10;0,11;128;0,7;134;118;0,04;0,4;57;N/A;N/A;0,11;0,05;0;0;0
1;Puba de fub·, Nao se aplica;N/A;311;4,8;12,4;82;45,1;0,7;N/A;83;10;0,11;128;0,7;134;118;0,04;0,4;57;N/A;N/A;0,11;0,05;0;0;0
1;Milho moÌdo, Cozido(a);N/A;160,14;3,32;7,18;0;25,11;4,25;N/A;3,15;26,01;0,16;75;0,45;244,96;212,05;0,05;0,61;0;N/A;N/A;0,22;0,07;0,06;1,61;6,2
1;Mingau de milho, Nao se aplica;N/A;78,24;2,42;3,06;6,02;10,46;0,17;N/A;124,57;13,22;0,03;95,38;0,22;319,33;156,85;0,02;0,45;21,17;N/A;N/A;0,07;0,18;0,04;0,32;0,15
1;Amido de milho, Nao se aplica;N/A;78,24;2,42;3,06;6,02;10,46;0,17;N/A;124,57;13,22;0,03;95,38;0,22;319,33;156,85;0,02;0,45;21,17;N/A;N/A;0,07;0,18;0,04;0,32;0,15
1;Amido de arroz, Nao se aplica;N/A;148,32;3,8;3,3;9,63;26,07;0,3;N/A;110,54;13,75;0,14;99,07;0,08;387,3;147,16;0,03;0,48;26,95;N/A;N/A;0,06;0,18;0,09;0,41;0,25
1;Cremogema, Nao se aplica;N/A;78,24;2,42;3,06;6,02;10,46;0,17;N/A;124,57;13,22;0,03;95,38;0,22;319,33;156,85;0,02;0,45;21,17;N/A;N/A;0,07;0,18;0,04;0,32;0,15
1;Vitamilho, Nao se aplica;N/A;128,3;4,35;0,22;0;26,42;1,71;N/A;10,74;15,82;0,27;58,01;0,37;261,48;57,49;0,09;0,28;0;N/A;N/A;0,06;0,03;0,04;1,19;0
1;Creme de milho, Nao se aplica;N/A;78,24;2,42;3,06;6,02;10,46;0,17;N/A;124,57;13,22;0,03;95,38;0,22;319,33;156,85;0,02;0,45;21,17;N/A;N/A;0,07;0,18;0,04;0,32;0,15
1;Sucrilhos de milho, Nao se aplica;N/A;377;4,7;0,7;0;88,8;2,1;N/A;56;8;0;43;3,9;405;52;0,04;8,5;0;N/A;N/A;0,73;1,11;0,79;10,13;0
1;Cereal matinal de milho em flocos, Nao se aplica;N/A;377;4,7;0,7;0;88,8;2,1;N/A;56;8;0;43;3,9;405;52;0,04;8,5;0;N/A;N/A;0,73;1,11;0,79;10,13;0
1;Germe de trigo, Nao se aplica;N/A;360;23,15;9,72;0;51,8;13,2;N/A;39;239;13,3;842;6,26;12;892;0,8;12,29;0;N/A;N/A;1,88;0,5;1,3;6,81;0
1;Fibra de trigo, Nao se aplica;N/A;216;15,55;4,25;0;64,51;42,8;N/A;73;611;11,5;1013;10,57;2;1182;1;7,27;0;N/A;N/A;0,52;0,58;1,3;13,58;0
1;Fibra de cereal trigo, Nao se aplica;N/A;216;15,55;4,25;0;64,51;42,8;N/A;73;611;11,5;1013;10,57;2;1182;1;7,27;0;N/A;N/A;0,52;0,58;1,3;13,58;0
1;Farinha de mandioca, Nao se aplica;N/A;361;1,6;0,3;0;87,9;6,4;N/A;65;37;0;42;1,1;1;340;0,08;0,4;0;N/A;N/A;0,14;0;0;0;0
1;Farinha de copioba, Nao se aplica;N/A;361;1,6;0,3;0;87,9;6,4;N/A;65;37;0;42;1,1;1;340;0,08;0,4;0;N/A;N/A;0,14;0;0;0;0
1;Farinha d'·gua, Nao se aplica;N/A;361;1,6;0,3;0;87,9;6,4;N/A;65;37;0;42;1,1;1;340;0,08;0,4;0;N/A;N/A;0,14;0;0;0;0
1;Cruera, Nao se aplica;N/A;361;1,6;0,3;0;87,9;6,4;N/A;65;37;0;42;1,1;1;340;0,08;0,4;0;N/A;N/A;0,14;0;0;0;0
1;Goma de mandioca, Nao se aplica;N/A;336;2;0;0;82;0;N/A;4;0;0;0;0,16;1,5;0;0;0;0;N/A;N/A;0;0;0;0;0
1;Sagu de mandioca, Nao se aplica;N/A;116,99;4,33;4,1;63,11;15,51;0,03;N/A;102,17;9,79;0,01;98,87;0,23;100,38;137,7;0,01;0,48;45,19;N/A;N/A;0,05;0,22;0,05;0,1;0
1;Farinha de tapioca, Nao se aplica;N/A;331;0,5;0,3;0;81,1;0,6;N/A;12;3;0;60;0,1;2;48;0;0;0;N/A;N/A;0,03;0;0;0;0
1;Farinha beiju, Nao se aplica;N/A;331;0,5;0,3;0;81,1;0,6;N/A;12;3;0;60;0,1;2;48;0;0;0;N/A;N/A;0,03;0;0;0;0
1;Sagu de tapioca, Nao se aplica;N/A;116,99;4,33;4,1;63,11;15,51;0,03;N/A;102,17;9,79;0,01;98,87;0,23;100,38;137,7;0,01;0,48;45,19;N/A;N/A;0,05;0,22;0,05;0,1;0
1;Tapioca de goma, Nao se aplica;N/A;336;2;0;0;82;0;N/A;4;0;0;0;0,16;1,5;0;0;0;0;N/A;N/A;0;0;0;0;0
1;Farinha l·ctea, Nao se aplica;N/A;396,67;12,67;6,33;0;73,33;2,67;N/A;2,93;0;0;303,33;6;126,67;0;0;0;443,33;N/A;N/A;0,6;0,6;0,5;8;29,67
1;Neston, Nao se aplica;N/A;345,8;12,92;0;0;70,8;6,25;N/A;508;0;0;550;12,5;550;0;0;0;0;N/A;N/A;1,08;1,16;1,16;14,58;40,42
1;Flocos de cereais, Nao se aplica;N/A;365;7,2;1;0;83,8;4,1;N/A;143;11;0;101;3,1;655;83;0,06;7,6;0;N/A;N/A;0,76;1,02;2,25;11,04;0
1;Vitaflocos, Nao se aplica;N/A;78,24;2,42;3,06;6,02;10,46;0,17;N/A;124,57;13,22;0,03;95,38;0,22;319,33;156,85;0,02;0,45;21,17;N/A;N/A;0,07;0,18;0,04;0,32;0,15
1;Mini pizza semipronta, Cru(a);N/A;252,49;10,17;8,22;11,05;33,73;1,75;N/A;166,42;18,91;0,32;170,58;2,22;444,42;140,69;0,09;1,03;27,21;N/A;N/A;0,37;0,32;0,07;2,99;1,93
1;Mini pizza semipronta, Cozido(a);N/A;252,49;10,17;8,22;11,05;33,73;1,75;N/A;166,42;18,91;0,32;170,58;2,22;444,42;140,69;0,09;1,03;27,21;N/A;N/A;0,37;0,32;0,07;2,99;1,93
1;Mini pizza semipronta, Assado(a);N/A;252,49;10,17;8,22;11,05;33,73;1,75;N/A;166,42;18,91;0,32;170,58;2,22;444,42;140,69;0,09;1,03;27,21;N/A;N/A;0,37;0,32;0,07;2,99;1,93
1;Mini pizza semipronta, Frito(a);N/A;252,49;10,17;8,22;11,05;33,73;1,75;N/A;166,42;18,91;0,32;170,58;2,22;444,42;140,69;0,09;1,03;27,21;N/A;N/A;0,37;0,32;0,07;2,99;1,93
1;Mini pizza semipronta, Nao se aplica;N/A;252,49;10,17;8,22;11,05;33,73;1,75;N/A;166,42;18,91;0,32;170,58;2,22;444,42;140,69;0,09;1,03;27,21;N/A;N/A;0,37;0,32;0,07;2,99;1,93
1;Fibra de soja, Nao se aplica;N/A;70;12;2;0;74;73;N/A;521;234;2;193;40;20;1420;1;5;0;N/A;N/A;0;0;0;0;0
1;Minipastel, Nao se aplica;N/A;319,81;10,38;15,68;61,19;33,51;1,45;N/A;18,34;16,77;0,31;108,95;2,48;413,2;127,61;0,09;0,93;19,18;N/A;N/A;0,42;0,3;0,1;3,33;1,19
1;Macarr„o , Cru(a);N/A;158;5,8;0,93;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Cozido(a);N/A;158;5,8;0,93;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Grelhado(a)/brasa/churrasco;N/A;158;5,8;0,93;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Assado(a);N/A;158;5,8;0,93;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Frito(a);N/A;186,68;5,8;4,17;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Empanado(a)/a milanesa;N/A;186,68;5,8;4,17;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Refogado(a);N/A;186,68;5,8;4,17;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Molho vermelho;N/A;103,73;3,5;1,92;3,64;18,27;1,46;N/A;12,08;15,05;0,23;43,92;1,04;225,72;145,67;0,1;0,35;11,37;N/A;N/A;0,16;0,09;0,08;1,16;10,67
1;Macarr„o , Molho branco;N/A;158,99;5,42;3,23;6,83;26,54;1,48;N/A;28,48;16,71;0,27;66,09;1,09;21,72;65,25;0,08;0,5;20,27;N/A;N/A;0,24;0,15;0,05;1,45;0
1;Macarr„o , Ao alho e oleo;N/A;186,68;5,8;4,17;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Com manteiga/oleo;N/A;182,22;5,83;3,67;7,26;30,86;1,8;N/A;7,81;18,07;0,32;58,81;1,28;20,46;44,81;0,1;0,51;22,67;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Ao vinagrete;N/A;158;5,8;0,93;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Ensopado;N/A;186,68;5,8;4,17;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Sopa;N/A;158;5,8;0,93;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Macarr„o , Nao se aplica;N/A;158;5,8;0,93;0;30,86;1,8;N/A;7;18;0,32;58;1,28;1;44;0,1;0,51;0;N/A;N/A;0,27;0,14;0,05;1,69;0
1;Purê de batata, Nao se aplica;N/A;115,16;1,81;4,36;11,45;17,76;1,78;N/A;18,21;18,34;0,12;43,96;0,27;138,26;298,44;0,15;0,27;35,45;N/A;N/A;0,09;0,03;0,24;1,15;6,42
1;Bife vegetal, Nao se aplica;N/A;142,37;18,51;5,32;0;5,8;0,44;N/A;49,84;13,02;0,28;98;2,62;455,73;44,68;0,09;0,41;0;N/A;N/A;0,22;0,19;0,36;2,91;0
1;Carne vegetal, Frito(a);N/A;142,37;18,51;5,32;0;5,8;0,44;N/A;49,84;13,02;0,28;98;2,62;455,73;44,68;0,09;0,41;0;N/A;N/A;0,22;0,19;0,36;2,91;0
1;Pasta de soja, Nao se aplica;N/A;62;6,9;2,7;0;2,4;0,1;N/A;32;27;0,41;90;1,03;36;194;0,2;0,61;0;N/A;N/A;0,1;0,04;0,01;0,25;0
1;Carne de soja, Nao se aplica;N/A;142,37;18,51;5,32;0;5,8;0,44;N/A;49,84;13,02;0,28;98;2,62;455,73;44,68;0,09;0,41;0;N/A;N/A;0,22;0,19;0,36;2,91;0
1;Amendoim moÌdo, Nao se aplica;N/A;567;25,8;49,24;0;16,13;8,5;N/A;92;168;1,93;376;4,58;18;705;1,14;3,27;0;N/A;N/A;0,64;0,14;0,35;12,07;0
1;Granola , Nao se aplica;N/A;388;9,5;6,3;0;73,8;8,5;N/A;33,33;317;3,23;337;2,78;50;494;0,41;1,92;0;N/A;N/A;0,32;0,55;0,1;1,8;0,6
1;Musli, Nao se aplica;N/A;388;9,5;6,3;0;73,8;8,5;N/A;33,33;317;3,23;337;2,78;50;494;0,41;1,92;0;N/A;N/A;0,32;0,55;0,1;1,8;0,6
1;Mix de cereais, Nao se aplica;N/A;388;9,5;6,3;0;73,8;8,5;N/A;33,33;317;3,23;337;2,78;50;494;0,41;1,92;0;N/A;N/A;0,32;0,55;0,1;1,8;0,6
1;Miojo, Nao se aplica;N/A;189,86;5,65;7,18;8,28;25,54;1,16;N/A;94,04;19,73;0,21;101,26;0,87;429,68;128,16;0,07;0,64;33,88;N/A;N/A;0,2;0,2;0,06;1,13;0,09
1;Macarr„o instant‚neo, Nao se aplica;N/A;189,86;5,65;7,18;8,28;25,54;1,16;N/A;94,04;19,73;0,21;101,26;0,87;429,68;128,16;0,07;0,64;33,88;N/A;N/A;0,2;0,2;0,06;1,13;0,09
1;Sustagem, Nao se aplica;N/A;369,15;24,05;0,49;12,33;68,02;0;N/A;538,29;194,45;1,85;463,3;11,11;351,16;1038,55;1,3;7,41;716,63;N/A;N/A;0,74;0,37;1,02;12,59;37,04
1;ProteÌna de soja, Nao se aplica;N/A;142,37;18,51;5,32;0;5,8;0,44;N/A;49,84;13,02;0,28;98;2,62;455,73;44,68;0,09;0,41;0;N/A;N/A;0,22;0,19;0,36;2,91;0
1;ProteÌna vegetal, Nao se aplica;N/A;142,37;18,51;5,32;0;5,8;0,44;N/A;49,84;13,02;0,28;98;2,62;455,73;44,68;0,09;0,41;0;N/A;N/A;0,22;0,19;0,36;2,91;0
1;Complemento alimentar de qualquer sabor, Nao se aplica;N/A;369,15;24,05;0,49;12,33;68,02;0;N/A;538,29;194,45;1,85;463,3;11,11;351,16;1038,55;1,3;7,41;716,63;N/A;N/A;0,74;0,37;1,02;12,59;37,04
1;Sucrilhos de milho light, Nao se aplica;N/A;365;7,2;1;0;83,8;4,1;N/A;143;11;0;101;3,1;655;83;0,06;7,6;0;N/A;N/A;0,76;1,02;2,25;11,04;0
1;Mini pizza semipronta light, Assado(a);N/A;255,57;14,6;8,45;21,88;29,82;1,74;N/A;308,77;24,06;0,29;264,19;2,16;736,75;184,62;0,11;1,6;51,25;N/A;N/A;0,33;0,36;0,1;2,57;2,17
1;Macarr„o instant‚neo light, Sopa;N/A;189,86;5,65;7,18;8,28;25,54;1,16;N/A;94,04;19,73;0,21;101,26;0,87;429,68;128,16;0,07;0,64;33,88;N/A;N/A;0,2;0,2;0,06;1,13;0,09
1;Macarr„o instant‚neo light, Nao se aplica;N/A;189,86;5,65;7,18;8,28;25,54;1,16;N/A;94,04;19,73;0,21;101,26;0,87;429,68;128,16;0,07;0,64;33,88;N/A;N/A;0,2;0,2;0,06;1,13;0,09
1;ProteÌna de soja org‚nica, Nao se aplica;N/A;142,37;18,51;5,32;0;5,8;0,44;N/A;49,84;13,02;0,28;98;2,62;455,73;44,68;0,09;0,41;0;N/A;N/A;0,22;0,19;0,36;2,91;0
1;Macarr„o com carne, Nao se aplica;N/A;120,59;6,22;2,79;9,43;17,42;1,25;N/A;12,24;15,39;0,21;61,22;1,34;82,21;137,2;0,09;1,05;0;N/A;N/A;0,16;0,1;0,09;1,61;8,94
1;Macarr„o com peixe, Nao se aplica;N/A;163,17;14,98;4,13;34;15,43;0,9;N/A;12,5;38;0,17;173,5;0,81;53;194;0,06;0,57;6,5;N/A;N/A;0,18;0,13;0,15;1,93;0
15;Coco-da-baÌa (seco ou verde), Nao se aplica;N/A;354;3,33;33,49;0;15,23;9;N/A;14;32;1,5;113;2,43;20;356;0,44;1,1;0;N/A;N/A;0,07;0,02;0,05;0,54;3,3
15;Castanha portuguesa, Nao se aplica;N/A;131;2;1,38;0;27,76;4,14;N/A;46;54;0,85;99;1,73;27;715;0,47;0,25;0;N/A;N/A;0,15;0,1;0,23;0,73;26,7
15;Pinh„o, Nao se aplica;N/A;174,37;2,98;0,75;0;43,92;15,6;N/A;15,77;52,97;0,41;165,84;0,76;0,86;727,01;0,18;0,83;0;N/A;N/A;0;0;0;0;27,69
15;Amêndoa, Nao se aplica;N/A;578;21,26;50,64;0;19,74;11,8;N/A;248;275;2,54;474;4,3;1;728;1,11;3,36;0;N/A;N/A;0,24;0,81;0,13;3,93;0
15;Avel„, Nao se aplica;N/A;628;14,95;60,75;0;16,7;9,7;N/A;114;163;6,18;290;4,7;0;680;1,73;2,45;0;N/A;N/A;0,64;0,11;0,56;1,8;6,3
15;Castanha-do-par·, Nao se aplica;N/A;656;14,32;66,43;0;12,27;7,5;N/A;160;376;1,22;725;2,43;3;659;1,74;4,06;0;N/A;N/A;0,62;0,04;0,1;0,3;0,7
15;Castanha de caju, Nao se aplica;N/A;574;15,31;46,35;0;32,69;3;N/A;45;260;0,83;490;6;16;565;2,22;5,6;0;N/A;N/A;0,2;0,2;0,26;1,4;0
15;Buti·, Nao se aplica;N/A;105;1,9;2;0;22,8;7,4;N/A;20;0;0;36;2,2;0;0;0;0;30;N/A;N/A;0,04;0,04;0;0,5;33
15;Tucum„, Nao se aplica;N/A;474;5,5;47,2;0;6,8;19,2;N/A;0;0;0;0;0;0;0;0;0;5170;N/A;N/A;0;0;0;0;0
15;Coco de mucaj·, Nao se aplica;N/A;404,28;2,08;40,66;0;13,95;13,44;N/A;66,53;66,05;0,08;43,87;0,81;0,65;305,81;0,35;0,66;0;N/A;N/A;0,11;0,11;0,03;0;13,44
15;Noz (nogueira), Nao se aplica;N/A;654;15,23;65,21;0;13,71;6,7;N/A;98;158;3,41;346;2,91;2;441;1,59;3,09;0;N/A;N/A;0,34;0,15;0,54;1,13;1,3
15;A¡aÌ , Nao se aplica;N/A;262;3,6;2;0;57,4;5,92;N/A;118;0;0;58;1,09;0;0;0;0;11,8;N/A;N/A;0,36;0,01;0;0,4;9
15;Ju¡ara, Nao se aplica;N/A;262;3,6;2;0;57,4;5,92;N/A;118;0;0;58;1,09;0;0;0;0;11,8;N/A;N/A;0,36;0,01;0;0,4;9
15;Ua¡aÌ, Nao se aplica;N/A;262;3,6;2;0;57,4;5,92;N/A;118;0;0;58;1,09;0;0;0;0;11,8;N/A;N/A;0,36;0,01;0;0,4;9
15;Jussara, Nao se aplica;N/A;262;3,6;2;0;57,4;5,92;N/A;118;0;0;58;1,09;0;0;0;0;11,8;N/A;N/A;0,36;0,01;0;0,4;9
15;Pupunha, Nao se aplica;N/A;28;2,52;0,62;0;4,62;2,4;N/A;58;38;1,39;65;3,13;426;177;0,13;1,15;0;N/A;N/A;0,01;0,06;0,02;0,44;7,9
15;Bacaba, Nao se aplica;N/A;212;3,12;19,8;0;6,6;0;N/A;0;0;0;0;0;0;0;0;0;0;N/A;N/A;0;0;0;0;0
15;Bacabu¡u, Nao se aplica;N/A;212;3,12;19,8;0;6,6;0;N/A;0;0;0;0;0;0;0;0;0;0;N/A;N/A;0;0;0;0;0
15;Castanha-da-Ìndia, Nao se aplica;N/A;656;14,32;66,43;0;12,27;7,5;N/A;160;376;1,22;725;2,43;3;659;1,74;4,06;0;N/A;N/A;0,62;0,04;0,1;0,3;0,7
15;Pistache, Nao se aplica;N/A;557;20,61;44,44;0;27,97;10,3;N/A;107;121;1,2;490;4,15;1;1025;1,3;2,2;0;N/A;N/A;0,87;0,16;1,7;1,3;5
15;Buriti , Nao se aplica;N/A;145;1,8;8,1;0;10,2;9,6;N/A;156;0;0;54;5;0;0;0;0;4104;N/A;N/A;0,03;0,23;0;0,7;26
15;Coco , Nao se aplica;N/A;354;3,33;33,49;0;15,23;9;N/A;14;32;1,5;113;2,43;20;356;0,44;1,1;0;N/A;N/A;0,07;0,02;0,05;0,54;3,3
15;Patau· , Nao se aplica;N/A;105;1,9;2;0;22,8;7,4;N/A;20;0;0;36;2,2;0;0;0;0;30;N/A;N/A;0,04;0,04;0;0,5;33
#N/D;Alface, Nao se aplica;N/A;15;1,36;0,15;0;2,79;1,3;N/A;36;13;0,25;29;0,86;28;194;0,03;0,18;0;N/A;N/A;0,07;0,08;0,09;0,38;18
#N/D;Bertalha, Refogado(a);N/A;45,3;2,97;2,78;0;3,75;2,4;N/A;136;87;0,94;56;3,57;70;466;0,17;0,76;0;N/A;N/A;0,1;0,24;0,24;0,49;9,8
#N/D;ChicÛria, Cru(a);N/A;17;1,25;0,2;0;3,35;3,1;N/A;52;15;0,42;28;0,83;22;314;0,1;0,79;0;N/A;N/A;0,08;0,08;0,02;0,4;6,5
#N/D;ChicÛria, Cozido(a);N/A;58,88;1,9;3,89;0;5,63;2;N/A;72;18;0,42;28;0,9;23;228;0,16;0,24;0;N/A;N/A;0,05;0,07;0,14;0,5;41
#N/D;ChicÛria, Refogado(a);N/A;58,88;1,9;3,89;0;5,63;2;N/A;72;18;0,42;28;0,9;23;228;0,16;0,24;0;N/A;N/A;0,05;0,07;0,14;0,5;41
#N/D;ChicÛria, Ao vinagrete;N/A;58,88;1,9;3,89;0;5,63;2;N/A;72;18;0,42;28;0,9;23;228;0,16;0,24;0;N/A;N/A;0,05;0,07;0,14;0,5;41
#N/D;Escarola, Nao se aplica;N/A;52,88;1,61;3,75;0;4,31;3,99;N/A;64;18;0,55;32;1,02;29;364;0,12;0,97;0;N/A;N/A;0,09;0,09;0,02;0,46;5,02
#N/D;Couve, Cru(a);N/A;30;2,45;0,42;0;5,69;3,6;N/A;145;9;0,28;10;0,19;20;169;0,04;0,13;0;N/A;N/A;0,05;0,13;0,17;0,74;35,3
#N/D;Couve, Cozido(a);N/A;26;2,11;0,36;0;4,91;2,8;N/A;140;20;0,44;30;1,16;16;116;0,04;0,23;0;N/A;N/A;0,04;0,11;0,13;0,58;18,2
#N/D;Couve, Frito(a);N/A;47,13;2,11;2,75;0;4,91;2,8;N/A;140;20;0,44;30;1,16;16;116;0,04;0,23;0;N/A;N/A;0,04;0,11;0,13;0,58;18,2
#N/D;Couve, Refogado(a);N/A;47,13;2,11;2,75;0;4,91;2,8;N/A;140;20;0,44;30;1,16;16;116;0,04;0,23;0;N/A;N/A;0,04;0,11;0,13;0,58;18,2
#N/D;Couve, Molho vermelho;N/A;25,6;1,95;0,32;0;5;2,54;N/A;114,6;19,2;0,37;29,2;1,13;117,6;159;0,05;0,22;0;N/A;N/A;0,04;0,1;0,12;0,66;15,96
#N/D;Couve, Ao alho e oleo;N/A;47,13;2,11;2,75;0;4,91;2,8;N/A;140;20;0,44;30;1,16;16;116;0,04;0,23;0;N/A;N/A;0,04;0,11;0,13;0,58;18,2
#N/D;Couve, Com manteiga/oleo;N/A;43,85;2,13;2,38;5,35;4,91;2,8;N/A;140,6;20,05;0,44;30,6;1,16;30,34;116,6;0,04;0,23;16,7;N/A;N/A;0,04;0,11;0,13;0,58;18,2
#N/D;Couve, Ao vinagrete;N/A;26;2,11;0,36;0;4,91;2,8;N/A;140;20;0,44;30;1,16;16;116;0,04;0,23;0;N/A;N/A;0,04;0,11;0,13;0,58;18,2
#N/D;Couve, Ensopado;N/A;47,13;2,11;2,75;0;4,91;2,8;N/A;140;20;0,44;30;1,16;16;116;0,04;0,23;0;N/A;N/A;0,04;0,11;0,13;0,58;18,2
#N/D;Couve, Mingau;N/A;26;2,11;0,36;0;4,91;2,8;N/A;140;20;0,44;30;1,16;16;116;0,04;0,23;0;N/A;N/A;0,04;0,11;0,13;0,58;18,2
#N/D;Couve, Nao se aplica;N/A;26;2,11;0,36;0;4,91;2,8;N/A;140;20;0,44;30;1,16;16;116;0,04;0,23;0;N/A;N/A;0,04;0,11;0,13;0,58;18,2
#N/D;Couve-flor, Cru(a);N/A;23;1,84;0,45;0;4,11;2,3;N/A;16;9;0,13;32;0,32;15;142;0,02;0,17;0;N/A;N/A;0,04;0,05;0,17;0,41;44,3
