category;description;moisture;energy;protein;lipids;cholesterol;carbohydrate;dietary_fiber;ash;calcium;magnesium;manganese;phosphorus;iron;sodium;potassium;copper;zinc;retinol;re;era;thiamin;riboflavin;pyridoxine;niacin;vitamin_c
6;Bisteca org‚nica, Frito(a);N/A;471;21,57;41,98;94;0;0;N/A;12;15;0,01;162;2,31;50;224;0,1;4,88;0;N/A;N/A;0,05;0,15;0,22;2,45;0
6;Cabe¡a de lombo (carne bovina) org‚nica, Cru(a);N/A;199;36,12;5;90;0;0;N/A;4;26;0,02;226;3,32;45;334;0,12;4,56;0;N/A;N/A;0,07;0,25;0,28;3,81;0
6;Cabe¡a de lombo (carne bovina) org‚nica, Assado(a);N/A;199;36,12;5;90;0;0;N/A;4;26;0,02;226;3,32;45;334;0,12;4,56;0;N/A;N/A;0,07;0,25;0,28;3,81;0
6;Cabe¡a de lombo (carne bovina) org‚nica, Frito(a);N/A;248,57;36,12;10,61;90;0;0;N/A;4;26;0,02;226;3,32;45;334;0,12;4,56;0;N/A;N/A;0,07;0,25;0,28;3,81;0
6;Tatu (lagarto redondo) org‚nico, Assado(a);N/A;199;36,12;5;90;0;0;N/A;4;26;0,02;226;3,32;45;334;0,12;4,56;0;N/A;N/A;0,07;0,25;0,28;3,81;0
5;Peixe de mar (inteiro, em posta, em filÈ, etc.)  , Cru(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar (inteiro, em posta, em filÈ, etc.)  , Cozido(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar (inteiro, em posta, em filÈ, etc.)  , Grelhado(a)/brasa/churrasco;N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar (inteiro, em posta, em filÈ, etc.)  , Assado(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar (inteiro, em posta, em filÈ, etc.)  , Frito(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar (inteiro, em posta, em filÈ, etc.)  , Empanado(a)/a milanesa;N/A;155,84;24,62;4,14;68;3,39;0,14;N/A;18,67;58,98;0,05;293,8;0,55;105,09;348,76;0,03;0,66;13;N/A;N/A;0,11;0,14;0,24;2,44;0
5;Peixe de mar (inteiro, em posta, em filÈ, etc.)  , Molho vermelho;N/A;98,4;19,59;1,26;54,4;1,08;0,3;N/A;17;49,6;0,04;236,4;0,48;188,8;341,4;0,04;0,54;10,4;N/A;N/A;0,07;0,1;0,21;1,94;1,4
5;Peixe de mar (inteiro, em posta, em filÈ, etc.)  , Molho branco;N/A;140,05;20,81;5,11;68,33;1,47;0,07;N/A;27,08;48,76;0,07;254,53;1,6;92,8;321,15;0,06;0,67;45,47;N/A;N/A;0,08;0,13;0,21;1,96;1,72
5;Peixe de mar (inteiro, em posta, em filÈ, etc.)  , Ensopado;N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar salgado (inteiro, em posta, em filÈ, etc.) , Cozido(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar salgado (inteiro, em posta, em filÈ, etc.) , Grelhado(a)/brasa/churrasco;N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar salgado (inteiro, em posta, em filÈ, etc.) , Assado(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar salgado (inteiro, em posta, em filÈ, etc.) , Frito(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de mar salgado (inteiro, em posta, em filÈ, etc.) , Empanado(a)/a milanesa;N/A;155,84;24,62;4,14;68;3,39;0,14;N/A;18,67;58,98;0,05;293,8;0,55;105,09;348,76;0,03;0,66;13;N/A;N/A;0,11;0,14;0,24;2,44;0
5;Peixe de mar salgado (inteiro, em posta, em filÈ, etc.) , Molho branco;N/A;140,05;20,81;5,11;68,33;1,47;0,07;N/A;27,08;48,76;0,07;254,53;1,6;92,8;321,15;0,06;0,67;45,47;N/A;N/A;0,08;0,13;0,21;1,96;1,72
5;Peixe de mar salgado (inteiro, em posta, em filÈ, etc.) , Ensopado;N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Camar„o, Cru(a);N/A;99;20,91;1,08;195;0;0;N/A;39;34;0,03;137;3,09;224;182;0,19;1,56;68;N/A;N/A;0,03;0,03;0,13;2,59;2,2
5;Camar„o, Cozido(a);N/A;99;20,91;1,08;195;0;0;N/A;39;34;0,03;137;3,09;224;182;0,19;1,56;68;N/A;N/A;0,03;0,03;0,13;2,59;2,2
5;Camar„o, Grelhado(a)/brasa/churrasco;N/A;99;20,91;1,08;195;0;0;N/A;39;34;0,03;137;3,09;224;182;0,19;1,56;68;N/A;N/A;0,03;0,03;0,13;2,59;2,2
5;Camar„o, Assado(a);N/A;99;20,91;1,08;195;0;0;N/A;39;34;0,03;137;3,09;224;182;0,19;1,56;68;N/A;N/A;0,03;0,03;0,13;2,59;2,2
5;Camar„o, Frito(a);N/A;121,66;20,91;3,64;195;0;0;N/A;39;34;0,03;137;3,09;224;182;0,19;1,56;68;N/A;N/A;0,03;0,03;0,13;2,59;2,2
5;Camar„o, Empanado(a)/a milanesa;N/A;137,84;21,37;3,69;195;3,39;0,14;N/A;39,67;34,98;0,06;141,8;3,3;224,09;186,76;0,2;1,59;68;N/A;N/A;0,07;0,05;0,13;2,85;2,2
5;Camar„o, Refogado(a);N/A;121,66;20,91;3,64;195;0;0;N/A;39;34;0,03;137;3,09;224;182;0,19;1,56;68;N/A;N/A;0,03;0,03;0,13;2,59;2,2
5;Camar„o, Molho vermelho;N/A;84;16,99;0,9;156;1,08;0,3;N/A;33,8;30,4;0,05;114,8;2,68;284;211,8;0,18;1,29;54,4;N/A;N/A;0,03;0,04;0,12;2,27;3,16
5;Camar„o, Molho branco;N/A;125,65;18,21;4,75;169,93;1,47;0,07;N/A;43,88;29,56;0,09;132,93;3,8;188;191,55;0,19;1,41;89,47;N/A;N/A;0,04;0,06;0,12;2,29;3,48
5;Camar„o, Ao alho e oleo;N/A;121,66;20,91;3,64;195;0;0;N/A;39;34;0,03;137;3,09;224;182;0,19;1,56;68;N/A;N/A;0,03;0,03;0,13;2,59;2,2
5;Camar„o, Ensopado;N/A;121,66;20,91;3,64;195;0;0;N/A;39;34;0,03;137;3,09;224;182;0,19;1,56;68;N/A;N/A;0,03;0,03;0,13;2,59;2,2
5;Camar„o, Nao se aplica;N/A;99;20,91;1,08;195;0;0;N/A;39;34;0,03;137;3,09;224;182;0,19;1,56;68;N/A;N/A;0,03;0,03;0,13;2,59;2,2
5;Siri, Cozido(a);N/A;102;20,2;1,77;100;0;0;N/A;104;33;0,19;206;0,91;279;324;0,65;4,22;2;N/A;N/A;0,1;0,05;0,18;3,3;3,3
5;Siri, Empanado(a)/a milanesa;N/A;140,84;20,66;4,38;100;3,39;0,14;N/A;104,67;33,98;0,22;210,8;1,12;279,09;328,76;0,65;4,25;2;N/A;N/A;0,14;0,07;0,18;3,56;3,3
5;Siri, Refogado(a);N/A;124,66;20,2;4,33;100;0;0;N/A;104;33;0,19;206;0,91;279;324;0,65;4,22;2;N/A;N/A;0,1;0,05;0,18;3,3;3,3
5;Bau (siri), Cozido(a);N/A;102;20,2;1,77;100;0;0;N/A;104;33;0,19;206;0,91;279;324;0,65;4,22;2;N/A;N/A;0,1;0,05;0,18;3,3;3,3
5;Goi·, Cru(a);N/A;102;20,2;1,77;100;0;0;N/A;104;33;0,19;206;0,91;279;324;0,65;4,22;2;N/A;N/A;0,1;0,05;0,18;3,3;3,3
5;Caranguejo, Cozido(a);N/A;102;20,2;1,77;100;0;0;N/A;104;33;0,19;206;0,91;279;324;0,65;4,22;2;N/A;N/A;0,1;0,05;0,18;3,3;3,3
5;Caranguejo, Assado(a);N/A;102;20,2;1,77;100;0;0;N/A;104;33;0,19;206;0,91;279;324;0,65;4,22;2;N/A;N/A;0,1;0,05;0,18;3,3;3,3
5;Caranguejo, Ao vinagrete;N/A;102;20,2;1,77;100;0;0;N/A;104;33;0,19;206;0,91;279;324;0,65;4,22;2;N/A;N/A;0,1;0,05;0,18;3,3;3,3
5;Guaiamu, Cozido(a);N/A;102;20,2;1,77;100;0;0;N/A;104;33;0,19;206;0,91;279;324;0,65;4,22;2;N/A;N/A;0,1;0,05;0,18;3,3;3,3
5;Marisco, Cozido(a);N/A;148;25,55;1,95;67;5,13;0;N/A;92;18;1;338;27,96;112;628;0,69;2,73;181;N/A;N/A;0,15;0,43;0,11;3,35;22,1
5;Marisco, Frito(a);N/A;170,66;25,55;4,51;67;5,13;0;N/A;92;18;1;338;27,96;112;628;0,69;2,73;181;N/A;N/A;0,15;0,43;0,11;3,35;22,1
5;Marisco, Molho vermelho;N/A;123,2;20,7;1,6;53,6;5,18;0,3;N/A;76,2;17,6;0,82;275,6;22,57;194,4;568,6;0,57;2,22;144,8;N/A;N/A;0,13;0,35;0,11;2,88;19,08
5;Marisco, Nao se aplica;N/A;148;25,55;1,95;67;5,13;0;N/A;92;18;1;338;27,96;112;628;0,69;2,73;181;N/A;N/A;0,15;0,43;0,11;3,35;22,1
5;Ostra, Cozido(a);N/A;137;14,1;4,91;105;7,82;0;N/A;90;95;0,7;203;11,99;422;281;7,57;181,61;54;N/A;N/A;0,19;0,18;0,12;2,48;6
5;Lula, Empanado(a)/a milanesa;N/A;143,84;18,32;4,19;267;6,92;0,14;N/A;37,59;35,04;0,07;207,49;0,95;51,09;230,46;2,07;1,79;12;N/A;N/A;0,06;0,4;0,05;2,26;3,77
5;Sururu, Cozido(a);N/A;148;25,55;1,95;67;5,13;0;N/A;92;18;1;338;27,96;112;628;0,69;2,73;181;N/A;N/A;0,15;0,43;0,11;3,35;22,1
5;Sururu, Ensopado;N/A;170,66;25,55;4,51;67;5,13;0;N/A;92;18;1;338;27,96;112;628;0,69;2,73;181;N/A;N/A;0,15;0,43;0,11;3,35;22,1
5;Bacalhau, Cozido(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Bacalhau, Assado(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Bacalhau, Frito(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Bacalhau, Empanado(a)/a milanesa;N/A;155,84;24,62;4,14;68;3,39;0,14;N/A;18,67;58,98;0,05;293,8;0,55;105,09;348,76;0,03;0,66;13;N/A;N/A;0,11;0,14;0,24;2,44;0
5;Bacalhau, Refogado(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Bacalhau, Molho vermelho;N/A;98,4;19,59;1,26;54,4;1,08;0,3;N/A;17;49,6;0,04;236,4;0,48;188,8;341,4;0,04;0,54;10,4;N/A;N/A;0,07;0,1;0,21;1,94;1,4
5;Bacalhau, Ensopado;N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Bacalhau, Nao se aplica;N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Ovas de peixe (qualquer espÈcie), Assado(a);N/A;204;28,62;8,23;479;1,92;0;N/A;28;26;0,01;515;0,77;117;283;0,13;1,28;91;N/A;N/A;0,28;0,95;0,19;2,19;16,4
5;Ovas de peixe (qualquer espÈcie), Frito(a);N/A;226,66;28,62;10,79;479;1,92;0;N/A;28;26;0,01;515;0,77;117;283;0,13;1,28;91;N/A;N/A;0,28;0,95;0,19;2,19;16,4
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Cru(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Cozido(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Grelhado(a)/brasa/churrasco;N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Assado(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Frito(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Empanado(a)/a milanesa;N/A;155,84;24,62;4,14;68;3,39;0,14;N/A;18,67;58,98;0,05;293,8;0,55;105,09;348,76;0,03;0,66;13;N/A;N/A;0,11;0,14;0,24;2,44;0
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Refogado(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Molho vermelho;N/A;98,4;19,59;1,26;54,4;1,08;0,3;N/A;17;49,6;0,04;236,4;0,48;188,8;341,4;0,04;0,54;10,4;N/A;N/A;0,07;0,1;0,21;1,94;1,4
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Molho branco;N/A;126,19;20,11;3,71;61,23;1,85;0,04;N/A;37,28;48,71;0,03;250,89;0,34;104,92;305,25;0,03;0,59;31,1;N/A;N/A;0,08;0,13;0,2;1,84;0
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Ensopado;N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce (inteiro, em posta, em filÈ, etc.) , Nao se aplica;N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce salgado (inteiro, em posta, em filÈ, etc.) , Cozido(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce salgado (inteiro, em posta, em filÈ, etc.) , Grelhado(a)/brasa/churrasco;N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce salgado (inteiro, em posta, em filÈ, etc.) , Assado(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce salgado (inteiro, em posta, em filÈ, etc.) , Frito(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe de ·gua doce salgado (inteiro, em posta, em filÈ, etc.) , Empanado(a)/a milanesa;N/A;155,84;24,62;4,14;68;3,39;0,14;N/A;18,67;58,98;0,05;293,8;0,55;105,09;348,76;0,03;0,66;13;N/A;N/A;0,11;0,14;0,24;2,44;0
5;Peixe de ·gua doce salgado (inteiro, em posta, em filÈ, etc.) , Molho vermelho;N/A;98,4;19,59;1,26;54,4;1,08;0,3;N/A;17;49,6;0,04;236,4;0,48;188,8;341,4;0,04;0,54;10,4;N/A;N/A;0,07;0,1;0,21;1,94;1,4
5;Peixe de ·gua doce salgado (inteiro, em posta, em filÈ, etc.) , Ensopado;N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Tracaj·, Cozido(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Cru(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Cozido(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Grelhado(a)/brasa/churrasco;N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Assado(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Frito(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Empanado(a)/a milanesa;N/A;155,84;24,62;4,14;68;3,39;0,14;N/A;18,67;58,98;0,05;293,8;0,55;105,09;348,76;0,03;0,66;13;N/A;N/A;0,11;0,14;0,24;2,44;0
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Refogado(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Molho vermelho;N/A;98,4;19,59;1,26;54,4;1,08;0,3;N/A;17;49,6;0,04;236,4;0,48;188,8;341,4;0,04;0,54;10,4;N/A;N/A;0,07;0,1;0,21;1,94;1,4
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Molho branco;N/A;140,05;20,81;5,11;68,33;1,47;0,07;N/A;27,08;48,76;0,07;254,53;1,6;92,8;321,15;0,06;0,67;45,47;N/A;N/A;0,08;0,13;0,21;1,96;1,72
5;Peixe n„o especificado (inteiro, em posta, em filÈ, etc.), Ensopado;N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado salgado (inteiro, em posta, em filÈ, etc.), Cozido(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado salgado (inteiro, em posta, em filÈ, etc.), Grelhado(a)/brasa/churrasco;N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado salgado (inteiro, em posta, em filÈ, etc.), Assado(a);N/A;117;24,16;1,53;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado salgado (inteiro, em posta, em filÈ, etc.), Frito(a);N/A;139,66;24,16;4,09;68;0;0;N/A;18;58;0,02;289;0,34;105;344;0,03;0,63;13;N/A;N/A;0,08;0,11;0,24;2,18;0
5;Peixe n„o especificado salgado (inteiro, em posta, em filÈ, etc.), Empanado(a)/a milanesa;N/A;155,84;24,62;4,14;68;3,39;0,14;N/A;18,67;58,98;0,05;293,8;0,55;105,09;348,76;0,03;0,66;13;N/A;N/A;0,11;0,14;0,24;2,44;0
12;Azeitona, Nao se aplica;N/A;145;1,03;15,32;0;3,84;3,3;N/A;52;11;0,02;4;0,49;1556;42;0,12;0,04;0;N/A;N/A;0,02;0,01;0,03;0,24;0
12;Ervilha em conserva, Nao se aplica;N/A;69;4,42;0,35;0;12,58;4,1;N/A;20;17;0,3;67;0,95;252;173;0,08;0,71;0;N/A;N/A;0,12;0,08;0,06;0,73;9,6
12;Petit-pois, Nao se aplica;N/A;69;4,42;0,35;0;12,58;4,1;N/A;20;17;0,3;67;0,95;252;173;0,08;0,71;0;N/A;N/A;0,12;0,08;0,06;0,73;9,6
12;Milho verde em conserva, Nao se aplica;N/A;81;2,64;0,93;0;18,8;1,9;N/A;5;15;0,14;48;0,72;298;135;0,05;0,37;0;N/A;N/A;0,02;0,05;0,07;0,38;0,7
12;Palmito em conserva, Nao se aplica;N/A;28;2,52;0,62;0;4,62;2,4;N/A;58;38;1,39;65;3,13;426;177;0,13;1,15;0;N/A;N/A;0,01;0,06;0,02;0,44;7,9
12;Cogumelo em conserva, Nao se aplica;N/A;50,74;1,87;3,2;0;5,09;2,4;N/A;11;15;0,09;66;0,79;425;129;0,24;0,72;0;N/A;N/A;0,09;0,02;0,06;1,59;0
12;Champignon em conserva, Nao se aplica;N/A;50,74;1,87;3,2;0;5,09;2,4;N/A;11;15;0,09;66;0,79;425;129;0,24;0,72;0;N/A;N/A;0,09;0,02;0,06;1,59;0
12;Aspargo em conserva, Nao se aplica;N/A;19;2,14;0,65;0;2,46;1,6;N/A;16;10;0,17;43;1,83;287;172;0,1;0,4;0;N/A;N/A;0,06;0,1;0,11;0,95;18,4
12;Repolho em conserva, Nao se aplica;N/A;19;0,91;0,14;0;4,28;2,9;N/A;30;13;0,15;20;1,47;661;170;0,1;0,19;0;N/A;N/A;0,02;0,02;0,13;0,14;14,7
12;Chucrute, Nao se aplica;N/A;19;0,91;0,14;0;4,28;2,9;N/A;30;13;0,15;20;1,47;661;170;0,1;0,19;0;N/A;N/A;0,02;0,02;0,13;0,14;14,7
12;Legume n„o especificado em conserva, Nao se aplica;N/A;47;2,53;0,26;0;9,06;2,8;N/A;22,65;12,51;0,37;45,5;0,79;482,78;176,05;0,09;0,48;0;N/A;N/A;0,07;0,05;0,08;0,63;6,15
12;Creme de cebola (sopa desidratada), Nao se aplica;N/A;46,31;0,82;2,47;5,95;5,34;0,2;N/A;59,19;7,77;0,04;43,22;0,16;374,69;89,41;0,02;0,22;14,68;N/A;N/A;0,04;0,07;0,04;0,15;1,26
12;Creme de legumes (sopa desidratada), Nao se aplica;N/A;10,55;0,48;0,02;0;2,15;0,23;N/A;6,52;3,03;0,03;6,3;0,07;289,56;22,68;0,02;0,05;0;N/A;N/A;0,01;0,01;0,02;0,08;1,59
12;Yakissoba , Nao se aplica;N/A;527;8,38;30,76;0;57,54;3,9;N/A;20;52;1,36;161;4,73;439;120;0,17;1,4;0;N/A;N/A;0,58;0,42;0,11;5,95;0
12;Milho verde com ervilha em conserva, Cru(a);N/A;79,52;3,83;0,47;0;16,81;2,96;N/A;13,37;25,04;0,22;78,01;0,99;36,06;172,26;0,08;0,65;0;N/A;N/A;0,16;0,08;0,11;1,39;6,66
12;Milho verde com ervilha em conserva, Cozido(a);N/A;79,52;3,83;0,47;0;16,81;2,96;N/A;13,37;25,04;0,22;78,01;0,99;36,06;172,26;0,08;0,65;0;N/A;N/A;0,16;0,08;0,11;1,39;6,66
12;Milho verde com ervilha em conserva, Frito(a);N/A;79,52;3,83;0,47;0;16,81;2,96;N/A;13,37;25,04;0,22;78,01;0,99;36,06;172,26;0,08;0,65;0;N/A;N/A;0,16;0,08;0,11;1,39;6,66
12;Milho verde com ervilha em conserva, Nao se aplica;N/A;79,52;3,83;0,47;0;16,81;2,96;N/A;13,37;25,04;0,22;78,01;0,99;36,06;172,26;0,08;0,65;0;N/A;N/A;0,16;0,08;0,11;1,39;6,66
12;Feijoada, Nao se aplica;N/A;181,59;11,11;7,9;16,27;16,92;5,68;N/A;26,73;49,6;0,3;140,25;1,82;353,09;327,86;0,16;1,57;1;N/A;N/A;0,27;0,09;0,13;1,37;6,98
12;Feij„o branco com dobradinha em conserva, Nao se aplica;N/A;136,38;10,68;5,91;78,48;10,2;2,33;N/A;70,29;30,65;0,28;88,03;1,73;332,22;260,04;0,11;1,46;1,32;N/A;N/A;0,08;0,05;0,09;0,99;3,04
12;Cozido, Nao se aplica;N/A;87,33;5,61;3,79;12,75;7,93;1,74;N/A;18,4;15,65;0,2;66,61;0,89;298,29;190,65;0,1;1,06;0;N/A;N/A;0,1;0,07;0,14;1,05;8,57
12;Pasta de carne em conserva, Nao se aplica;N/A;245,65;9,89;16,89;39,86;14,1;0,17;N/A;12,47;9,38;0,01;81,19;0,83;800,1;109,37;0,05;1,56;14,06;N/A;N/A;0,08;0,1;0,18;2,18;0,14
12;Pasta de presunto em conserva, Nao se aplica;N/A;276,46;17,86;21,43;67,32;1,8;0;N/A;20,29;14,28;0,01;143,33;1,47;1019,37;198,91;0,11;2,42;26,83;N/A;N/A;0,3;0,19;0,17;4,05;0
12;Pasta de galinha em conserva, Nao se aplica;N/A;214,36;16,39;14,53;52,35;3,66;0,25;N/A;18,17;15,07;0,05;106,11;0,97;706,46;158,58;0,06;0,85;19,03;N/A;N/A;0,04;0,08;0,17;4,02;1,02
12;Carne bovina em conserva, Nao se aplica;N/A;242;24,22;15,42;75;0;0;N/A;8,19;20,01;0;196;2,81;367,77;337,06;0,09;5,71;0;N/A;N/A;0,08;0,23;0,26;3,21;0
12;AlmÙndega , Nao se aplica;N/A;214,85;20,64;9,2;103,27;11;0,76;N/A;56,01;22,98;0,15;180,27;2,66;153,28;278,32;0,1;4,62;26,25;N/A;N/A;0,16;0,24;0,27;4,18;0,83
12;Kitute bovino, Nao se aplica;N/A;242;24,22;15,42;75;0;0;N/A;8,19;20,01;0;196;2,81;367,77;337,06;0,09;5,71;0;N/A;N/A;0,08;0,23;0,26;3,21;0
12;AlmÙndega ao molho em conserva, Nao se aplica;N/A;203,52;16,16;10,72;81,81;9,7;0,91;N/A;56,75;21,77;0,14;156,16;2,16;246,54;313,65;0,1;3,4;20,41;N/A;N/A;0,13;0,21;0,27;3,52;2,14
